UMAP1,UMAP2,random,bald,similarity,exploitation,exploitation_static,exploration
14.014284,14.38775,0,0,0,0,0,0
11.731186,5.291247,0,0,0,0,0,0
9.973131,-3.2925415,0,0,0,1,1,0
-0.47956902,11.79425,0,0,0,0,0,0
9.344874,-4.768957,0,0,0,0,0,0
6.4171033,16.376863,0,0,0,0,0,0
11.122834,7.4415812,0,0,0,0,0,0
16.785366,7.2037234,0,0,0,0,0,0
0.8611802,2.9140954,0,0,0,0,0,0
15.51045,10.587034,0,0,0,0,0,0
8.618232,9.116712,0,0,0,0,0,0
2.08993,7.3748355,0,0,0,0,0,0
13.078406,11.125284,0,0,0,0,0,0
12.578249,6.01899,0,0,0,0,0,0
15.562458,-9.900842,0,0,0,0,0,0
14.081615,6.9794674,0,0,0,0,0,0
-0.6708861,5.319249,0,0,0,0,0,0
12.3017845,5.9004283,0,0,0,0,0,0
16.41117,10.899619,0,0,0,0,0,0
6.5449815,15.726606,0,0,0,0,0,0
12.615543,5.5193872,0,0,0,0,0,0
11.59354,-5.1505337,0,0,0,0,0,0
0.10377333,12.30187,0,0,0,0,0,0
0.43341586,-0.4663341,0,0,0,0,0,0
9.981566,7.2640214,0,0,0,0,0,0
0.28347996,-3.9961753,0,0,0,0,0,0
10.905875,-3.0767486,0,0,0,0,0,0
11.894065,5.248215,0,0,0,0,0,0
15.836388,2.3925362,0,0,0,0,0,0
12.921136,14.31462,0,0,0,0,0,0
12.218871,2.6433706,0,0,0,0,0,0
9.2402935,-8.414665,0,0,0,0,0,0
-0.6816118,4.2848325,0,0,0,0,0,0
15.556701,-9.892952,0,0,0,0,0,0
11.598395,4.7992625,0,0,0,0,0,0
18.165781,7.920834,0,0,0,0,0,0
12.805717,-5.443427,0,0,0,0,0,0
13.1395645,-2.9184933,0,0,0,0,0,0
15.804557,10.696197,0,0,0,0,0,0
6.124143,-8.4145355,0,0,0,0,0,0
3.7744834,12.288793,0,0,0,0,0,0
-0.3080062,-1.3084246,0,0,0,0,0,0
6.562136,-6.482278,0,0,0,0,0,0
7.733189,9.326893,0,0,0,0,0,0
7.1935005,16.896427,0,0,0,0,0,0
1.8494157,14.934679,0,0,0,0,0,0
17.682425,2.1881871,0,0,0,0,0,0
8.599825,9.103499,0,0,0,0,0,0
15.271709,-3.4907982,0,0,0,0,0,0
3.291132,-0.9916171,0,0,0,0,0,0
7.986992,-5.690224,0,0,0,0,0,0
3.0631673,11.189064,0,0,0,0,0,0
8.124179,-0.35541657,0,0,0,0,0,0
16.253119,9.40302,0,0,0,0,0,0
0.5518802,-1.2551093,0,0,0,0,0,0
7.1517963,9.150866,0,0,0,0,0,0
0.7188315,5.6931677,0,0,0,0,0,0
11.790676,-6.5882926,0,0,0,0,0,0
1.3764616,0.06941241,0,0,0,0,0,0
9.741414,-4.142707,0,0,0,0,0,0
1.0476539,6.821927,0,0,0,0,0,0
11.421503,9.531058,0,0,0,0,0,0
11.29044,6.399146,0,0,0,0,0,0
10.178931,9.858563,0,0,0,0,0,0
16.24504,8.772747,0,0,0,0,0,0
10.127299,9.58765,0,0,0,0,0,0
16.549484,-2.2112532,0,0,0,0,0,0
15.477946,3.442816,0,0,0,0,0,0
1.1386826,-7.2905955,0,0,0,0,0,0
14.585989,9.556908,0,0,0,0,0,0
12.87934,5.1900773,0,0,0,0,0,0
11.202447,12.114506,0,0,0,0,0,0
8.612865,1.1015236,0,0,0,0,0,0
13.647495,9.189734,0,0,0,0,0,0
11.527479,4.581178,0,0,0,0,0,0
0.36843422,-0.093595065,0,0,0,0,0,0
14.158739,7.9278474,0,0,0,0,0,0
5.60561,14.472002,0,0,0,0,0,0
9.92182,-7.013168,0,0,0,0,0,0
9.824875,6.988422,0,0,0,0,0,0
17.71708,9.225213,0,0,0,0,0,0
12.159663,9.292289,0,0,0,0,0,0
1.6407543,15.656844,0,0,0,0,0,0
0.42166778,-0.5271527,0,0,0,0,0,0
0.98980355,-7.2040696,0,0,0,0,0,0
11.727537,-7.754729,0,0,0,0,0,0
12.773956,-3.2169085,0,0,0,0,0,0
14.13588,12.241508,0,0,0,0,0,0
14.391584,13.90695,0,0,0,0,0,0
9.423611,5.514934,0,0,0,0,0,0
5.399511,15.679224,0,0,0,0,0,0
13.842176,-2.4006512,0,0,0,0,0,0
9.421358,-4.177814,0,0,0,0,0,0
16.511885,8.321139,0,0,0,0,0,0
2.8473096,7.441103,0,0,0,0,0,0
1.1630667,2.0902007,0,0,0,0,0,0
14.075716,6.697349,0,0,0,0,0,0
2.8045878,4.8478603,0,0,0,0,0,0
3.0651836,-1.1733538,0,0,0,0,0,0
11.238321,-6.7171326,0,0,0,0,0,0
7.923568,-3.840339,0,0,0,0,0,0
11.019424,5.786904,0,0,0,0,0,0
11.738722,8.781598,0,0,0,0,0,0
12.252425,-7.344461,0,0,0,0,0,0
10.5948715,-1.878587,0,0,0,0,0,0
1.95405,1.5107617,0,0,0,0,0,0
9.772067,5.7394967,0,0,0,0,0,0
10.11647,-4.906174,0,0,0,0,0,0
9.551228,5.279693,0,0,0,0,0,0
13.689417,11.21549,0,0,0,0,0,0
7.2877364,0.25358412,0,0,0,0,0,0
12.590553,4.387105,0,0,0,0,0,0
11.322008,6.788242,0,0,0,0,0,0
3.6060185,-1.3114471,0,0,0,0,0,0
12.791636,-5.8059416,0,0,0,0,0,0
7.4853435,-5.802001,0,0,0,0,0,0
8.6553755,6.011588,0,0,0,0,0,0
1.3174416,-1.33672,0,0,0,0,0,0
11.18939,-5.1722927,0,0,0,0,0,0
15.933205,6.4257045,0,0,0,0,0,0
14.223329,-1.969946,0,0,0,0,0,0
13.438835,14.558883,0,0,0,0,0,0
3.6264095,-1.3565489,0,0,0,0,0,0
3.5565612,7.4467006,0,0,0,0,0,0
16.53274,9.53708,0,0,0,0,0,0
0.6730682,-1.517021,0,0,0,0,0,0
16.572672,8.876964,0,0,0,0,0,0
13.1680765,4.7806783,0,0,0,0,0,0
3.6459658,-1.4683812,0,0,0,0,0,0
9.950194,-3.760003,0,0,0,0,0,0
12.353001,-0.70960987,0,0,0,0,0,0
11.193949,9.132532,0,0,0,0,0,0
15.563248,7.3727283,0,0,0,0,0,0
8.725772,-5.190463,0,0,0,0,0,0
16.984344,3.7134347,0,0,0,0,0,0
12.440276,11.941995,0,0,0,0,0,0
18.754026,6.398461,0,0,0,0,0,0
5.563682,-9.275772,0,1,0,1,0,0
9.528668,-5.480046,0,0,0,0,0,0
10.969478,5.9870043,0,0,0,0,0,0
1.0009671,8.2307,0,0,0,0,0,0
13.589321,10.99362,0,0,0,0,0,0
12.78146,5.6532497,0,0,0,0,0,0
16.610826,7.638024,0,0,0,0,0,0
-0.19247653,-3.6534817,0,0,0,0,0,0
15.199063,-5.533078,0,0,0,0,0,0
9.903261,1.1044055,0,0,0,0,0,0
15.853023,2.7067308,0,0,0,0,0,0
1.5301276,-2.0072913,0,0,0,0,0,0
8.441535,-8.451864,0,0,0,0,0,0
0.7682214,-1.7129166,0,0,0,0,0,0
10.562186,6.939562,0,0,0,0,0,0
10.334903,-1.8540655,0,0,0,0,0,0
0.8946378,7.7645,0,0,0,0,0,0
1.5985091,6.5696335,0,0,0,0,0,0
9.645291,-6.822451,0,0,0,0,0,0
18.530375,3.6471658,0,0,0,0,0,0
8.898591,0.9555346,0,0,0,0,0,0
-0.83475864,0.029902712,0,0,0,0,0,0
9.045882,6.184124,0,0,0,0,0,0
15.923344,-3.1350718,0,0,0,0,0,0
11.002323,8.048316,0,0,0,0,0,0
5.056529,-9.262658,0,0,0,0,0,0
15.456463,6.358349,0,0,0,0,0,0
9.255178,0.5754029,0,0,0,0,0,0
12.931431,9.710629,0,0,0,0,0,0
11.205547,-1.1222601,0,0,0,0,0,0
9.863421,-6.2920833,0,0,0,0,0,0
11.039556,10.310903,0,0,0,0,0,0
10.929192,6.0074387,0,0,0,0,0,0
-0.8475805,-0.17335714,0,0,0,0,0,0
14.057992,-3.6965356,0,0,0,0,0,0
4.2746086,6.2024617,0,0,0,0,0,0
14.392073,11.841157,0,0,0,0,0,0
10.947524,12.103764,0,0,0,0,0,0
18.308567,10.488433,0,0,0,0,0,0
11.101229,-2.5888588,0,0,0,0,0,0
12.941167,-4.305926,0,0,0,0,0,0
2.1983733,15.584064,0,0,0,0,0,0
10.343407,-3.7381656,0,0,0,0,0,0
12.796271,-4.507761,0,0,0,0,0,0
9.916654,-5.842938,0,0,0,0,0,0
14.0097275,10.907463,0,0,0,0,0,0
2.2644217,7.1221685,0,0,0,0,0,0
8.14149,-0.7219533,0,0,0,0,0,0
10.309752,-6.2657685,0,0,0,0,0,0
11.923758,7.1487675,0,0,0,0,0,0
15.207991,1.935326,0,0,0,0,0,0
11.565224,5.8475533,0,0,0,0,0,0
2.827385,-0.84943515,0,0,0,0,0,0
13.200523,3.6750352,0,0,0,0,0,0
16.243444,2.8599901,0,0,0,0,0,0
7.5157723,14.156831,0,0,0,0,0,0
9.289253,-4.091215,0,0,0,0,0,0
17.267698,10.465969,0,0,0,0,0,0
16.280874,7.19105,0,0,0,0,0,0
11.396131,-1.290481,0,0,0,0,0,0
11.156436,-3.8701599,0,0,0,0,0,0
12.811439,2.1408646,0,0,0,0,0,0
10.581033,8.734631,0,0,0,0,0,0
14.330445,8.059132,0,0,0,0,0,0
1.9720589,8.35843,0,0,0,0,0,0
-3.1523845,9.769997,0,0,0,0,0,0
11.710748,5.0616207,0,0,0,0,0,0
12.153316,5.65043,0,0,0,0,0,0
14.994084,7.807734,0,0,0,0,0,0
5.891592,-8.91103,0,0,0,0,0,0
11.999461,-2.5581288,0,0,0,0,0,0
0.06681181,6.538416,0,0,0,0,0,0
9.972293,-5.5725183,0,0,0,0,0,0
11.675401,-4.9933977,0,0,0,0,0,0
12.138488,5.5749297,0,0,0,0,0,0
9.6235485,6.0337267,0,0,0,0,0,0
10.162722,-6.625734,0,0,0,0,0,0
12.166267,6.8866944,0,0,0,0,0,0
15.013229,-3.0699759,0,0,0,0,0,0
-0.27410927,12.659464,0,0,0,0,0,0
11.354079,5.1456585,0,0,0,0,0,0
0.7114279,2.136099,0,0,0,0,0,0
13.494965,-5.236042,0,0,0,0,0,0
3.5698636,7.7972393,0,0,0,0,0,0
10.565,-2.5087922,0,0,0,0,0,0
3.9279983,-1.5394841,0,0,0,0,0,0
11.316966,-5.4916644,0,0,0,0,0,0
5.349509,15.304674,0,0,0,0,0,0
7.878794,-7.1133404,0,0,0,0,0,0
12.037771,-4.679802,0,0,0,0,0,0
12.839793,-3.0705986,0,0,0,0,0,0
14.44648,4.1769238,0,0,0,0,0,0
10.279056,10.319355,0,0,0,0,0,0
3.5452027,12.251764,0,0,0,0,0,0
0.7889339,-1.0598432,0,0,0,0,0,0
10.277378,10.041028,0,0,0,0,0,0
11.393235,-4.079094,0,0,1,0,0,0
11.83663,-2.868169,0,0,0,0,0,0
13.050839,-4.8615465,0,0,0,0,0,0
16.264275,8.964196,0,0,0,0,0,0
9.564944,-5.109723,0,0,0,0,0,0
16.327377,6.959484,0,0,0,0,0,0
2.0459929,5.854458,0,0,0,0,0,0
7.1536713,-0.8616953,0,0,0,0,0,0
1.6595063,15.320145,0,0,0,0,0,0
-0.37057784,12.492235,0,0,0,0,0,0
6.6367874,-4.7562876,0,0,0,0,0,0
10.570516,-4.4767146,0,0,0,0,0,0
0.62010485,2.1980011,0,0,0,0,0,0
15.187901,2.8286886,0,0,0,0,0,0
5.8879833,15.0106325,0,0,0,0,0,0
17.34579,7.5775175,0,0,0,0,0,0
2.41825,-1.5176451,0,0,0,0,0,0
3.2857635,11.307977,0,0,0,0,0,0
1.1181176,4.712899,0,0,0,0,0,0
10.942118,5.2038207,0,0,0,0,0,0
9.7968855,-1.0066783,0,0,0,0,0,0
18.991013,2.942713,0,0,0,0,0,0
17.214619,0.5487467,0,0,0,0,0,0
7.5614567,16.907465,0,0,0,0,0,0
5.5356846,-1.4286867,0,0,0,0,0,0
14.583984,9.119583,0,0,0,0,0,0
10.78702,6.389688,0,0,0,0,0,0
10.615622,-7.879508,0,0,0,0,0,0
15.578204,5.627428,0,0,0,0,0,0
16.393438,10.485572,0,0,0,0,0,0
14.305473,10.154396,0,0,0,0,0,0
10.640678,5.2297473,0,0,0,0,0,0
15.069328,-2.3953369,0,0,0,0,0,0
16.768036,9.230008,0,0,0,0,0,0
17.420616,7.3798594,0,0,0,0,0,0
15.133108,10.837289,0,0,0,0,0,0
8.215111,-0.041733928,0,0,0,0,0,0
11.368875,9.617152,0,0,0,0,0,0
-1.5077361,-1.2260876,0,0,0,0,0,0
16.44865,10.992841,0,0,0,0,0,0
5.5212216,-1.5176996,0,0,0,0,0,0
12.504929,-4.7649107,0,0,0,0,0,0
13.150298,11.485391,0,0,0,0,0,0
8.205327,1.6687657,0,0,0,0,0,0
8.293021,-2.3591342,0,0,0,0,0,0
16.219141,4.1879725,0,0,0,0,0,0
15.508749,-2.647288,0,0,0,0,0,0
3.0903468,5.0043116,0,0,0,0,0,0
10.194822,7.420179,0,0,0,0,0,0
11.851598,-4.0048094,0,0,0,0,0,0
15.684583,6.9865456,0,0,0,0,0,0
8.433308,-8.415845,0,0,0,0,0,0
12.42119,-2.7522213,0,0,0,0,0,0
12.821328,6.836498,0,0,0,0,0,0
0.9617762,8.11857,0,0,0,0,0,0
5.510856,12.609145,0,0,0,0,0,0
12.383317,-6.299348,0,0,0,0,0,0
15.085217,-8.055627,0,0,0,0,0,0
8.123153,-7.0588546,0,0,0,0,0,0
5.2081985,15.328664,0,0,0,0,0,0
11.540594,-3.7352235,0,0,0,0,0,0
12.909991,2.8996916,0,0,0,0,0,0
8.225798,-3.5188055,0,0,0,0,0,0
9.416755,5.9184513,0,0,0,0,0,0
-0.4221314,-1.9944907,0,0,0,0,0,0
16.046688,10.733553,0,0,0,0,0,0
16.500286,8.229732,0,0,0,0,0,0
18.342573,10.547032,0,0,0,0,0,0
4.795629,-9.396265,0,0,0,0,0,0
11.206943,-8.654724,0,0,0,0,0,0
8.933383,7.770882,0,0,0,0,0,0
15.399409,2.8581464,0,0,0,0,0,0
1.2139997,-1.3183591,0,0,0,0,0,0
1.3117266,-0.13006337,0,0,0,0,0,0
18.440313,8.022714,0,0,0,0,0,0
1.3075421,15.217695,0,0,0,0,0,0
15.3034525,7.541856,0,0,0,0,0,0
15.489845,-7.1832337,0,0,0,0,0,0
11.807002,-4.693359,0,0,0,0,0,0
16.40171,3.966687,0,0,0,0,0,0
12.7456045,10.116171,0,0,0,0,0,0
1.1161447,4.7795687,0,0,0,0,0,0
9.675392,5.2352233,0,0,0,0,0,0
8.909989,0.79711413,0,0,0,0,0,0
10.162483,-5.5734324,0,0,0,0,0,0
14.542797,3.9786847,0,0,0,0,0,0
15.801979,3.6148913,0,0,0,0,0,0
12.78683,7.2793584,0,0,0,0,0,0
13.658925,7.0217977,0,0,0,0,0,0
-0.05980556,-2.431528,0,0,0,0,0,0
3.4772458,7.7109346,0,0,1,0,0,0
11.960054,-5.5481114,0,0,0,0,0,0
5.4873576,14.477915,0,0,0,0,0,0
11.192429,6.050996,0,0,0,0,0,0
18.688988,2.6871464,0,0,0,0,0,0
18.298166,8.60451,0,0,0,0,0,0
16.325253,10.319148,0,0,0,0,0,0
1.1844275,8.125696,0,0,0,0,0,0
11.045713,-4.7184534,0,0,0,0,0,0
9.513275,9.993487,0,0,0,0,0,0
6.590276,16.180296,0,0,0,0,0,0
10.296386,-5.873909,0,0,0,0,0,0
14.444799,7.6821003,0,0,0,0,0,0
3.333969,6.1051626,0,0,0,0,0,0
11.694055,-1.2080189,0,0,0,0,0,0
3.5208042,6.1415596,0,0,0,0,0,0
12.122953,-4.2435656,0,0,0,0,0,0
18.159805,2.016366,0,0,0,0,0,0
1.1121284,7.0894437,0,0,0,0,0,0
0.57840663,1.7416161,0,0,0,0,0,0
15.87142,-3.7696874,0,0,0,0,0,0
7.1757417,-0.53893137,0,0,0,0,0,0
15.855934,8.388016,0,0,0,0,0,0
1.8666451,8.062762,0,0,0,0,0,0
7.1681743,0.08676745,0,0,0,0,0,0
13.67732,8.869933,0,0,0,0,0,0
10.762639,-5.2734175,0,0,0,0,0,0
12.14201,6.8019114,0,0,0,0,0,0
8.762117,-0.45201027,0,0,0,0,0,0
11.169356,-5.170786,0,0,0,0,0,0
12.388304,-4.104176,0,0,0,0,0,0
15.0209,8.978472,0,0,0,0,0,0
15.59207,9.95468,0,0,0,0,0,0
8.962635,-4.614864,0,0,0,0,0,0
14.135904,6.5770936,0,0,0,0,0,0
10.363546,-8.264379,0,0,0,0,0,0
2.103166,1.645138,0,0,0,0,0,0
14.169237,10.431273,0,0,0,0,0,0
10.935015,6.1155124,0,0,0,0,0,0
12.951911,10.764069,0,0,0,0,0,0
16.953285,9.4124155,0,0,0,0,0,0
13.83641,12.176074,0,0,0,0,0,0
12.288764,-3.703595,0,0,0,0,0,0
14.864102,3.2949824,0,0,0,0,0,0
7.795068,14.422379,0,0,0,0,0,0
14.013549,7.475236,0,0,0,0,0,0
1.5357049,6.60229,0,0,0,0,0,0
18.23,5.5293603,0,0,0,0,0,0
15.925687,-3.1877496,0,0,0,0,0,0
10.619887,-7.4868636,0,0,0,0,0,0
16.198288,3.2718153,0,0,0,0,0,0
16.624588,-2.076653,0,0,0,0,0,0
6.7864203,13.005251,0,0,0,0,0,0
13.974992,-7.18317,0,0,0,0,0,0
18.02374,3.6104612,0,0,0,0,0,0
16.567501,8.221918,0,0,0,0,0,0
8.690439,7.8723106,0,0,0,0,0,0
7.4184175,16.617037,0,0,0,0,0,0
13.058457,11.1950035,0,0,0,0,0,0
9.809518,6.2782097,0,0,0,0,0,0
0.1804911,-2.1695118,0,0,0,0,0,0
12.355403,10.253043,0,0,0,0,0,0
9.797985,12.576025,0,0,0,0,0,0
6.7922883,-1.6316108,0,0,0,0,0,0
0.24556886,6.3490567,0,0,0,0,0,0
18.468374,5.869281,0,0,0,0,0,0
14.503506,-2.7823668,0,0,0,0,0,0
12.658201,-3.2107203,0,0,0,0,0,0
12.080539,12.530148,0,0,0,0,0,0
6.215585,15.974622,0,0,0,0,0,0
12.813384,9.314824,0,0,0,0,0,0
6.453405,15.778811,0,0,0,0,0,0
7.5788608,-5.226469,0,0,0,0,0,0
9.419535,0.7283012,0,0,0,0,0,0
-1.5921855,5.364088,0,0,0,0,0,0
10.896769,12.116414,0,0,0,0,0,0
2.8290758,7.8426175,0,0,0,0,0,0
12.232209,-3.954154,0,0,0,0,0,0
1.9157463,5.7362514,0,0,0,0,0,0
14.019031,11.289038,0,0,0,0,0,0
18.600021,3.2327552,0,0,0,0,0,0
11.401999,9.563695,0,0,0,0,0,0
6.2111435,14.657118,0,0,0,0,0,0
16.101177,9.835719,0,0,0,0,0,0
4.3208885,6.1492214,0,0,0,0,0,0
15.46867,7.3913565,0,0,0,0,0,0
5.9756246,14.23877,0,0,0,0,0,0
16.227013,9.84329,0,0,0,0,0,0
3.22952,5.7461977,0,0,0,0,0,0
12.128596,5.803858,0,0,0,0,0,0
12.129823,4.293417,0,0,0,0,0,0
1.4207668,6.335498,0,0,0,0,0,0
16.656229,3.854694,0,0,0,0,0,0
8.226007,-5.110565,0,0,0,0,0,0
11.6445465,-3.435891,0,0,0,0,0,0
12.950625,-4.4418817,0,0,0,0,0,0
1.4524426,8.07855,0,0,0,0,0,0
7.780085,-5.4050937,0,0,0,0,0,0
12.052143,-4.1992974,0,0,0,0,0,0
10.146314,-4.8698835,0,0,0,0,0,0
18.58179,7.6929007,0,0,0,0,0,0
12.619245,-4.492698,0,0,0,0,0,0
11.892716,10.752195,0,0,0,0,0,0
2.762584,5.9842634,0,0,0,0,0,0
12.142734,-6.085553,0,0,0,0,0,0
8.751344,-6.297125,0,0,0,0,0,0
8.637631,-2.5469573,0,0,0,0,0,0
15.178242,11.24353,0,0,0,0,0,0
8.48171,15.657472,0,0,0,0,0,0
-2.8661668,11.09157,0,0,0,0,0,0
1.1618581,-7.2893767,0,0,0,0,0,0
14.358492,10.194068,0,0,0,0,0,0
8.993338,-5.5283027,0,0,0,0,0,0
1.845052,11.533596,0,0,0,0,0,0
17.346994,7.4256697,0,0,0,0,0,0
16.202284,4.176768,0,0,0,0,0,0
-0.33509997,-1.9091413,0,0,0,0,0,0
7.5037804,15.631884,0,0,0,0,0,0
9.878385,-7.5033855,0,0,0,0,0,0
13.125427,7.126766,1,0,0,0,0,0
1.5334008,6.7280126,0,0,0,0,0,0
14.468847,7.672197,0,0,0,0,0,0
11.334787,-8.024206,0,0,0,0,0,0
12.349753,-0.4083297,0,0,0,0,0,0
17.532536,6.8774815,0,0,0,0,0,0
10.208561,-6.2175055,0,0,0,0,0,0
14.063146,14.418937,0,0,0,0,0,0
8.098707,-1.1479275,0,0,0,0,0,0
12.047648,-5.9602385,0,0,0,0,0,0
12.207636,-1.0501728,0,0,0,0,0,0
-1.0411066,-1.446779,0,0,0,0,0,0
16.978786,2.4522576,0,0,0,0,0,0
3.725206,12.217063,0,0,0,0,0,0
0.49678782,-2.1896343,0,0,0,0,0,0
6.072992,14.861808,0,0,0,0,0,0
11.903967,8.517886,0,0,0,0,0,0
15.5496,10.151834,0,0,0,0,0,0
-0.14794715,0.29814976,0,0,0,0,0,0
9.270566,-7.3945603,0,0,0,0,0,0
11.222565,5.101089,0,0,0,0,0,0
12.166254,6.0166554,0,0,0,0,0,0
10.897726,6.4165635,0,0,0,0,0,0
11.511247,5.825095,0,0,0,0,0,0
8.995838,-2.894596,0,0,0,0,0,0
10.411601,-4.372418,0,0,0,0,0,0
-0.1354854,-3.9259624,0,0,0,0,0,0
9.242777,-4.156345,0,0,0,0,0,0
15.998455,9.901598,0,0,0,0,0,0
11.814509,5.9437914,0,0,0,0,0,0
7.3928666,16.782778,0,0,0,0,0,0
1.9706824,15.490724,0,0,0,0,0,0
16.637339,7.527913,0,0,0,0,0,0
7.5408244,16.220236,0,0,0,0,0,0
13.355806,6.184574,0,0,0,0,0,0
7.40294,15.382943,0,0,0,0,0,0
10.742939,11.82303,0,0,0,0,0,0
10.211725,10.042706,0,0,0,0,0,0
8.850003,-5.1174026,0,0,0,0,0,0
8.738506,-1.7537638,0,0,0,0,0,0
16.821154,9.27203,0,0,0,0,0,0
13.391205,15.201285,0,0,0,0,0,0
13.164331,9.510357,0,0,0,0,0,0
16.608545,-1.9153602,0,0,0,0,0,0
13.321644,6.300419,0,0,0,0,0,0
7.7740126,7.916664,0,0,0,0,0,0
14.056676,7.305614,0,0,0,0,0,0
11.629287,4.6439953,0,0,0,0,0,0
6.455794,15.723028,0,0,0,0,0,0
10.119731,-0.38925305,0,0,0,0,0,0
17.28098,7.382517,0,0,0,0,0,0
7.7024293,15.511783,0,0,0,0,0,0
12.40443,5.2629747,0,0,0,0,0,0
7.6338425,-7.9141417,0,0,0,0,0,0
7.66236,16.980358,0,0,0,0,0,0
8.695124,6.99876,0,0,0,0,0,0
16.60688,2.0092783,0,0,0,0,0,0
0.9420701,6.651489,0,0,0,0,0,0
11.2578745,12.111433,0,0,0,0,0,0
11.23625,5.191465,0,0,0,0,0,0
0.78118,7.7589226,0,0,0,0,0,0
15.15398,9.906648,0,0,0,0,0,0
14.434085,9.268695,0,0,0,0,0,0
3.1159515,11.861203,0,0,0,0,0,0
13.567182,10.3807125,0,0,0,0,0,0
3.7501128,-1.8886261,0,0,0,0,0,0
12.057337,12.345602,0,0,0,0,0,0
-0.59326255,11.787233,0,0,0,0,0,0
18.623518,7.147214,0,0,0,0,0,0
3.1694934,5.643945,0,0,0,0,0,0
2.421272,-1.2902129,0,0,0,0,0,0
17.194824,8.682223,0,0,0,0,0,0
14.897997,8.222875,0,0,0,0,0,0
11.126573,-2.3545713,0,0,0,0,0,0
3.3172562,12.407563,0,0,0,0,0,0
13.348189,6.004403,0,0,0,0,0,0
11.960953,7.336005,0,0,0,0,0,0
13.444978,0.493335,0,0,0,0,0,0
12.633758,4.9042697,0,0,0,0,0,0
14.738488,6.1643,0,0,0,0,0,0
0.4745794,-4.045466,0,0,0,0,0,0
10.497662,-4.099118,0,0,0,0,0,0
11.13075,12.055411,0,0,0,0,0,0
-0.4124869,-3.4067836,0,0,0,0,0,0
12.882157,6.614774,0,0,0,0,0,0
12.634458,8.236427,0,0,0,0,0,0
16.126356,5.47299,0,0,0,0,0,0
9.676211,-4.2704353,0,0,0,0,0,0
18.599224,7.6216927,0,0,0,0,0,0
12.855065,-5.4194994,0,0,0,0,0,0
0.723223,-0.6771565,0,0,0,0,0,0
13.618517,7.1139183,0,0,0,0,0,0
-1.1173687,4.926687,0,0,0,0,0,0
13.039232,10.684269,0,0,0,0,0,0
11.62084,-1.760466,0,0,0,0,0,0
18.573057,7.520104,0,0,0,0,0,0
13.9744215,6.418674,0,0,0,0,0,0
10.995273,12.100906,0,0,0,0,0,0
12.127987,-7.044236,0,0,0,0,0,0
11.902855,6.711943,0,0,0,0,0,0
5.4571724,15.229813,0,0,0,0,0,0
8.559523,6.5920305,0,0,0,0,0,0
7.9276013,-5.859428,0,0,0,0,0,0
15.255388,1.8735498,0,0,0,0,0,0
18.574657,7.798228,0,0,0,0,0,0
11.694031,-5.6627097,0,0,0,0,0,0
-0.7414577,-2.3516624,0,0,0,0,0,0
12.163103,-3.62212,0,0,0,0,0,0
-1.090906,12.799895,0,0,0,0,0,0
13.7346525,11.91376,0,0,0,0,0,0
11.756779,4.6534286,0,0,0,0,0,0
0.27008617,6.108949,0,0,0,0,0,0
10.463023,9.920185,0,0,0,0,0,0
10.708499,-4.18964,0,0,0,0,0,0
0.47857526,-0.32972836,0,0,0,0,0,0
0.3806681,-0.5182552,0,0,0,0,0,0
0.6917121,-0.8174448,0,0,0,0,0,0
9.588021,-3.2565477,0,0,0,0,0,0
17.164274,4.2906218,0,0,0,0,0,0
2.9268365,-1.298685,0,0,0,0,0,0
15.76124,9.502463,0,0,0,0,0,0
-0.79280597,5.9991097,0,0,0,0,0,0
11.522061,6.579247,0,0,0,0,0,0
8.740125,-5.126798,0,0,0,0,0,0
10.941686,15.410037,0,0,0,0,0,0
13.414084,-1.6536113,0,0,0,0,0,0
-0.8550792,-2.8450072,0,0,0,0,0,0
13.33407,4.841491,0,0,0,0,0,0
2.062627,5.663241,0,0,0,0,0,0
2.1424212,5.7519174,0,0,0,0,0,0
-3.1906278,9.714545,0,0,0,0,0,0
11.046346,-1.5595313,0,0,0,0,0,0
13.014168,-2.8586805,0,0,0,0,0,0
13.345746,6.167856,0,0,0,0,0,0
0.63597006,-2.7964053,0,0,0,0,0,0
7.579194,16.198652,0,0,0,0,0,0
14.83273,7.868611,0,0,0,0,0,0
16.000235,-2.7971869,0,0,0,0,0,0
1.0877638,8.354373,0,0,0,0,0,0
9.14011,-6.468074,0,0,0,0,0,0
12.125507,-6.5076084,0,0,0,0,0,0
9.614191,5.956992,0,0,0,0,0,0
9.0861435,-9.001218,0,0,0,0,0,0
17.441845,3.899177,0,0,0,0,0,0
9.870038,-3.414156,0,0,0,0,0,0
16.94912,9.422526,0,0,0,0,0,0
10.284314,-5.8370667,0,0,0,0,0,0
15.346439,-7.2695456,0,0,0,0,0,0
11.41362,-6.3914733,0,0,0,0,0,0
16.338943,3.2391536,0,0,0,0,0,0
6.575151,5.260256,0,0,0,0,0,0
18.650036,7.9734654,0,0,0,0,0,0
11.68187,-1.4487838,0,0,0,0,0,0
0.29038653,-0.25202033,0,0,0,0,0,0
11.905895,-7.790222,0,0,0,0,0,0
13.286819,10.893555,0,0,0,0,0,0
14.183584,6.4645405,0,0,0,0,0,0
5.705439,-8.615313,0,0,0,0,0,0
0.78812903,-2.1091728,0,0,0,0,0,0
-1.0645143,4.7166204,0,0,0,0,0,0
10.37966,-5.548093,0,0,0,0,0,0
12.148713,-7.249029,0,0,0,0,0,0
